"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-01",,"26","5"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-02",,"23","5"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-03",,"26","5"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-04",,"27","2"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-05",,"28","6"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-06",,"31","22"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-07",,"37","25"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-08",,"43","32"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-09",,"37","21"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-10",,"35","21"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-11",,"41","27"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-12",,"38","15"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-13",,"26","6"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-14",,"26","9"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-15",,"27","3"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-16",,"23","3"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-17",,"22","-1"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-18",,"19","-4"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-19",,"20","6"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-20",,"28","18"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-21",,"28","7"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-22",,"31","15"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-23",,"37","19"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-24",,"30","13"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-25",,"34","20"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-26",,"43","26"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-27",,"42","27"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-28",,"44","26"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-29",,"47","36"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-30",,"40","30"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-01-31",,"47","33"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-01",,"50","31"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-02",,"43","31"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-03",,"43","28"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-04",,"43","33"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-05",,"50","32"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-06",,"47","27"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-07",,"47","35"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-08",,"52","33"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-09",,"41","31"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-10",,"47","31"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-11",,"44","30"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-12",,"48","32"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-13",,"42","28"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-14",,"41","25"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-15",,"43","30"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-16",,"42","26"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-17",,"41","23"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-18",,"37","30"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-19",,"42","25"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-20",,"44","24"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-21",,"41","28"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-22",,"40","23"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-23",,"39","18"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-24",,"39","20"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-25",,"39","26"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-26",,"27","13"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-27",,"25","12"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-28",,"28","11"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-02-29",,"34","11"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-01",,"32","13"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-02",,"36","16"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-03",,"41","29"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-04",,"51","38"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-05",,"49","35"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-06",,"54","36"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-07",,"51","36"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-08",,"55","35"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-09",,"44","28"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-10",,"44","25"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-11",,"45","31"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-12",,"44","33"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-13",,"45","33"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-14",,"42","30"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-15",,"46","32"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-16",,"45","25"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-17",,"55","29"
"USW00024131","BOISE AIR TERMINAL, ID US","43.56705","-116.24062","860.5","1960-03-18",,"61","29"
